activity_represpipent,feature_selection,counting,dimensions,k,time_clust,time_total,group,elem_qtt,silhouette_mean,silhouette_std,duration_mean,duration_std
individual,specialist,tf,47,5,1.207916498184204,28.751225471496582,2,14526,-0.1330653268196727,0.0973929660080868,3020282.8831061544,3649394.590193879
individual,specialist,tf,47,5,1.207916498184204,28.751225471496582,3,9902,0.3148870327601049,0.13383529473290043,1415850.3029690972,1616897.2751708978
individual,specialist,tf,47,5,1.207916498184204,28.751225471496582,4,11291,0.3474604234327973,0.1310225488529822,1309117.3518731734,825636.6312653921
individual,specialist,tf,47,10,1.533268690109253,33.206547498703,0,12252,0.3309198771190282,0.15309865897388442,1209740.3428011753,817287.7487646603
individual,specialist,tf,47,10,1.533268690109253,33.206547498703,1,11083,0.3021841780778602,0.1459109896994622,1302829.1834340882,1576787.69956856
individual,specialist,tf,47,10,1.533268690109253,33.206547498703,2,6046,0.27933311980911874,0.1480921833962221,1566897.6083360899,2613105.292749067
individual,specialist,tf,47,10,1.533268690109253,33.206547498703,3,7483,0.27735624685649274,0.13280322165268102,1557464.08392356,2524578.515577984
individual,specialist,tf,47,10,1.533268690109253,33.206547498703,4,9530,0.2969652847249235,0.12581050302806032,2124346.7848898214,3030018.8551173536
individual,specialist,tf,47,10,1.533268690109253,33.206547498703,5,52120,0.3800291384073267,0.12654257031070093,866178.2820414428,1491145.0579192045
individual,specialist,tf,47,10,1.533268690109253,33.206547498703,6,6679,-0.15530831930931618,0.1142508173388969,2928457.218146429,3069526.700374359
individual,specialist,tf,47,10,1.533268690109253,33.206547498703,7,27100,-0.11136592883610523,0.11386168395323465,2091204.7594095941,3224103.6082121367
individual,specialist,tf,47,10,1.533268690109253,33.206547498703,8,5770,0.2757199163753243,0.14558668165831765,1430945.2928942807,1426934.38867344
individual,specialist,tf,47,10,1.533268690109253,33.206547498703,9,3613,0.36014920679041296,0.1349027095999448,2373068.3697758093,3477548.4126522085
individual,specialist,tfidf,47,3,0.42496562004089355,32.20735287666321,0,107020,0.04441203048580981,0.03687380196555932,1606988.6557652776,2548232.968300819
individual,specialist,tfidf,47,3,0.42496562004089355,32.20735287666321,1,18653,0.7891950971384848,0.09909808592812058,1043340.8942261299,829391.3454950486
individual,specialist,tfidf,47,3,0.42496562004089355,32.20735287666321,2,16003,0.7591800171722276,0.1326902918122331,1087239.8662750735,2008629.6803456235
individual,specialist,tfidf,47,5,0.5189988613128662,24.818705320358276,0,15959,0.7595919615940586,0.13472314886425507,1086243.8348267435,2010604.466113229
individual,specialist,tfidf,47,5,0.5189988613128662,24.818705320358276,1,18636,0.7890939647403925,0.09993730900450981,1042378.9665164198,829017.5052349549
individual,specialist,tfidf,47,5,0.5189988613128662,24.818705320358276,2,16164,0.7642894535480441,0.12359584459604621,1204568.3333333333,1527463.2747616912
individual,specialist,tfidf,47,5,0.5189988613128662,24.818705320358276,3,83492,0.04403751825006741,0.040550171214631246,1743046.0089589423,2780228.6530099316
individual,specialist,tfidf,47,5,0.5189988613128662,24.818705320358276,4,7425,0.8005159859240232,0.11814561681816947,953304.1777777778,785187.6691372887
individual,specialist,tfidf,47,10,0.7695536613464355,28.966546535491943,0,13615,0.7144270949263646,0.15628802338773912,1870940.029379361,2795391.615022919
individual,specialist,tfidf,47,10,0.7695536613464355,28.966546535491943,1,15769,0.7616294469298373,0.13797079797297435,1061216.750586594,1952114.1221298166
individual,specialist,tfidf,47,10,0.7695536613464355,28.966546535491943,2,6630,0.816772034421862,0.10613562058405797,1372964.9049773756,2471493.5812773136
individual,specialist,tfidf,47,10,0.7695536613464355,28.966546535491943,3,16054,0.766407154863695,0.12464126609407483,1204402.054316681,1531940.5778840317
individual,specialist,tfidf,47,10,0.7695536613464355,28.966546535491943,4,18636,0.789017033440165,0.10041012984402797,1042378.9665164198,829017.5052349549
individual,specialist,tfidf,47,10,0.7695536613464355,28.966546535491943,5,40576,0.052138648465035076,0.04498091518339124,1949217.2762223976,3150258.3251647055
individual,specialist,tfidf,47,10,0.7695536613464355,28.966546535491943,6,7797,0.7448550844453999,0.14047995264957666,1544939.5459792227,2646684.381758928
individual,specialist,tfidf,47,10,0.7695536613464355,28.966546535491943,7,7377,0.8015244440081102,0.11995481733759593,950955.1362342415,786858.6478539763
individual,specialist,tfidf,47,10,0.7695536613464355,28.966546535491943,8,7793,0.7665969737002342,0.13536493315499043,1333085.7898113693,1545837.2943873608
individual,specialist,tfidf,47,10,0.7695536613464355,28.966546535491943,9,7429,0.8300275052446664,0.09760314432288397,1376769.1506259255,1688151.6284551201
