activity_represpipent,feature_selection,counting,dimensions,k,time_clust,time_total,group,elem_qtt,silhouette_mean,silhouette_std,duration_mean,duration_std
individual,specialist,tfidf,47,3,0.44005322456359863,28.938971281051636,0,16210,0.7636617632811579,0.12242144133666549,1205448.7624922886,1525536.1838696906
individual,specialist,tfidf,47,3,0.44005322456359863,28.938971281051636,1,18636,0.7900163901897977,0.09915991425657118,1042378.9665164198,829017.5052349549
individual,specialist,tfidf,47,3,0.44005322456359863,28.938971281051636,2,106830,0.053794687269146234,0.04624980556671513,1590137.2681830947,2602320.077916371
individual,specialist,tfidf,47,5,0.4579966068267822,36.63979458808899,0,5242,0.8542607609919581,0.10567963835050945,1404956.4173979398,1535873.0532758997
individual,specialist,tfidf,47,5,0.4579966068267822,36.63979458808899,1,87896,0.06068988458683625,0.05838574777178668,1551710.6562300902,2603458.405962935
individual,specialist,tfidf,47,5,0.4579966068267822,36.63979458808899,2,13723,0.7185396172935825,0.14205182762319865,1905720.0087444435,2878275.561949604
individual,specialist,tfidf,47,5,0.4579966068267822,36.63979458808899,3,16185,0.7642217671883825,0.1226351351549989,1205637.4124189063,1526686.793189855
individual,specialist,tfidf,47,5,0.4579966068267822,36.63979458808899,4,18630,0.7898734665587602,0.10022628402909163,1042462.9436392915,828945.1148685901
individual,specialist,tfidf,47,10,1.3151748180389404,37.4181444644928,0,7802,0.744057460411951,0.14110049494047164,1544292.3276083055,2645959.514160124
individual,specialist,tfidf,47,10,1.3151748180389404,37.4181444644928,1,18654,0.789362840813663,0.10098268992973514,1042613.1521389515,828769.8483859926
individual,specialist,tfidf,47,10,1.3151748180389404,37.4181444644928,2,50652,0.12245912044762279,0.12351035415791135,1788039.1696280502,3021362.863406186
individual,specialist,tfidf,47,10,1.3151748180389404,37.4181444644928,3,13638,0.7181501259475899,0.14557360858594642,1885280.0219973603,2819774.542518776
individual,specialist,tfidf,47,10,1.3151748180389404,37.4181444644928,4,7377,0.802056196447851,0.11908424631126868,950955.1362342415,786858.6478539763
individual,specialist,tfidf,47,10,1.3151748180389404,37.4181444644928,5,7434,0.829136203888644,0.09887929897043514,1376446.9087974173,1687629.4608626568
individual,specialist,tfidf,47,10,1.3151748180389404,37.4181444644928,6,5660,0.8069774815306,0.12820769828490516,882604.2296819788,732640.5674759095
individual,specialist,tfidf,47,10,1.3151748180389404,37.4181444644928,7,6630,0.8168961240496936,0.10598109042443864,1372964.9049773756,2471493.5812773136
individual,specialist,tfidf,47,10,1.3151748180389404,37.4181444644928,8,15990,0.7678790167114059,0.1255790198091482,1205086.3602251408,1535146.236292939
individual,specialist,tfidf,47,10,1.3151748180389404,37.4181444644928,9,7839,0.7627623584189889,0.13819879609304525,1332880.3750478378,1541543.5231773958
