activity_represpipent,feature_selection,counting,dimensions,k,time_clust,time_total,group,elem_qtt,silhouette_mean,silhouette_std,duration_mean,duration_std
individual,specialist,tfidf,47,5,0.7730093002319336,41.188985109329224,0,13689,0.7133517512480799,0.15375863367397305,1890665.4788516327,2816535.0497735175
individual,specialist,tfidf,47,5,0.7730093002319336,41.188985109329224,1,15789,0.7613301307255208,0.13733718348238727,1069803.431502945,1988447.9703130561
individual,specialist,tfidf,47,5,0.7730093002319336,41.188985109329224,2,18653,0.7889998645064291,0.10008513499267672,1043340.8942261299,829391.3454950486
individual,specialist,tfidf,47,5,0.7730093002319336,41.188985109329224,3,7432,0.8006297983764092,0.11606610451416209,953242.0479009688,784820.3676216156
individual,specialist,tfidf,47,5,0.7730093002319336,41.188985109329224,4,86113,0.05092314827275367,0.04625703993828174,1620220.9248313264,2593870.2879897812
individual,specialist,tfidf,47,10,1.466810941696167,32.39675045013428,0,15789,0.7614368233241897,0.1366888507963036,1069574.0262207866,1988452.1594762218
individual,specialist,tfidf,47,10,1.466810941696167,32.39675045013428,1,18626,0.7893982267186148,0.10003694956733554,1042593.3469343928,828986.3534305273
individual,specialist,tfidf,47,10,1.466810941696167,32.39675045013428,2,13628,0.7146744098124895,0.15577743337391983,1886064.8532433226,2820897.7598851975
individual,specialist,tfidf,47,10,1.466810941696167,32.39675045013428,3,15981,0.7685112249074757,0.12436759380551063,1204665.0272198236,1535458.7601663864
individual,specialist,tfidf,47,10,1.466810941696167,32.39675045013428,4,7429,0.8304708875849522,0.09556318416135497,1376769.1506259255,1688151.6284551201
individual,specialist,tfidf,47,10,1.466810941696167,32.39675045013428,5,6639,0.8161691464071786,0.10641801000907711,1373007.6276547674,2469817.822568639
individual,specialist,tfidf,47,10,1.466810941696167,32.39675045013428,6,44895,0.06278153413086342,0.05569561365601531,1867518.3615101904,3016127.2412047163
individual,specialist,tfidf,47,10,1.466810941696167,32.39675045013428,7,7797,0.7456751368544282,0.13823497282933606,1544939.5459792227,2646684.381758928
individual,specialist,tfidf,47,10,1.466810941696167,32.39675045013428,8,5650,0.8091992534349838,0.12341343688558744,881813.0867256637,733047.1094728676
individual,specialist,tfidf,47,10,1.466810941696167,32.39675045013428,9,5242,0.8540892587472887,0.10616445249819872,1404956.4173979398,1535873.0532758997
