,group
7034,0
7036,0
7045,0
7049,0
7055,0
7064,0
7065,0
7066,0
7067,0
7068,0
7071,0
7075,0
7076,0
7082,0
7084,0
7089,0
7091,0
7092,0
7096,0
7098,0
7099,0
7101,0
7102,0
7104,0
7105,0
7106,0
7107,0
7112,0
7119,0
7123,0
7126,0
7127,0
7128,0
7130,0
7135,0
7137,0
7145,0
7146,0
7148,0
7150,0
7157,0
7165,0
7166,0
7177,0
7179,0
7180,0
7181,0
7182,0
7183,0
7184,0
7186,0
7187,0
7188,0
7190,0
7191,0
7198,0
7206,0
7209,0
7212,0
7214,0
7215,0
7216,0
7220,0
7222,0
7223,0
7225,0
7229,0
7230,0
7232,0
7234,0
7235,0
7238,0
7242,0
7243,0
7245,0
7249,0
7250,0
7252,0
7255,0
7273,0
7281,0
7289,0
7292,0
7294,0
7298,0
7299,0
7300,0
7302,0
7303,0
7304,0
7311,0
7318,0
7321,0
7333,0
7337,0
7338,0
7341,0
7344,0
7347,0
7348,0
7352,0
7356,0
7358,0
7361,0
7366,0
7369,0
7371,0
7373,0
7381,0
7383,0
7384,0
7388,0
7389,0
7402,0
7407,0
7409,0
7413,0
7417,0
7421,0
7422,0
7429,0
7430,0
7431,0
7432,0
7434,0
7435,0
7436,0
7437,0
7439,0
7443,0
7447,0
7450,0
7454,0
7458,0
7462,0
7465,0
7468,0
7469,0
7470,0
7471,0
7473,0
7474,0
7476,0
7477,0
7479,0
7480,0
7482,0
7483,0
7484,0
7486,0
7489,0
7490,0
7493,0
7494,0
7496,0
7497,0
7498,0
7499,0
7501,0
7503,0
7504,0
7505,0
7506,0
7509,0
7513,0
7521,0
7522,0
7530,0
7531,0
7532,0
7534,0
7542,0
7543,0
7545,0
7547,0
7549,0
7550,0
7551,0
7552,0
7553,0
7554,0
7555,0
7556,0
7557,0
7558,0
7563,0
7565,0
7581,0
7584,0
7585,0
7587,0
7590,0
7591,0
7594,0
7596,0
7599,0
7600,0
7602,0
7603,0
7604,0
7605,0
7606,0
7607,0
7610,0
7612,0
7615,0
7618,0
7621,0
7623,0
7630,0
7635,0
7636,0
7637,0
7639,0
7646,0
7651,0
7653,0
7655,0
7657,0
7662,0
7667,0
7671,0
7672,0
7675,0
7677,0
7678,0
7680,0
7681,0
7683,0
7688,0
7695,0
7696,0
7700,0
7701,0
7706,0
7707,0
7708,0
7710,0
7713,0
7720,0
7724,0
7729,0
7740,0
7745,0
7746,0
7747,0
7750,0
7751,0
7753,0
7758,0
7763,0
7767,0
7768,0
7769,0
7775,0
7777,0
7780,0
7781,0
7784,0
7785,0
7789,0
7790,0
7792,0
7794,0
7802,0
7809,0
7815,0
7817,0
7818,0
7819,0
7820,0
7821,0
7827,0
7829,0
7830,0
7832,0
7840,0
7848,0
7852,0
7855,0
7857,0
7858,0
7861,0
7864,0
7867,0
7871,0
7873,0
7876,0
7877,0
7878,0
7879,0
7884,0
7885,0
7887,0
7893,0
7899,0
7900,0
7918,0
7921,0
7927,0
7928,0
7929,0
7940,0
7941,0
7945,0
7946,0
7947,0
7954,0
7955,0
7960,0
7967,0
7970,0
7971,0
7972,0
7973,0
7975,0
7978,0
7979,0
7982,0
7997,0
8000,0
8002,0
8013,0
8020,0
8025,0
8027,0
8028,0
8033,0
8034,0
8040,0
8041,0
8042,0
8043,0
8045,0
8048,0
8050,0
8056,0
8064,0
8071,0
8072,0
8073,0
8081,0
8085,0
8088,0
8093,0
8095,0
8096,0
8097,0
8098,0
8101,0
8103,0
8105,0
8108,0
8112,0
8113,0
8114,0
8116,0
8119,0
8121,0
8127,0
8130,0
8138,0
8140,0
8146,0
8149,0
8150,0
8153,0
8155,0
8159,0
8160,0
8161,0
8164,0
8168,0
8169,0
8172,0
8173,0
8174,0
8175,0
8176,0
8182,0
8187,0
8194,0
8197,0
8205,0
8208,0
8213,0
8217,0
8225,0
8236,0
8241,0
8244,0
8245,0
8246,0
8249,0
8252,0
8253,0
8255,0
8257,0
8259,0
8263,0
8267,0
8268,0
8269,0
8271,0
8273,0
8276,0
8278,0
8280,0
8282,0
8284,0
8287,0
8288,0
8289,0
8290,0
8291,0
8292,0
8296,0
8302,0
8303,0
8305,0
8306,0
8310,0
8312,0
8313,0
8314,0
8319,0
8321,0
8322,0
8324,0
8329,0
8332,0
8333,0
8337,0
8338,0
8341,0
8343,0
8356,0
8358,0
8359,0
8366,0
8370,0
8375,0
8376,0
8379,0
8384,0
8385,0
8387,0
8390,0
8395,0
8397,0
8401,0
8406,0
8408,0
8411,0
8413,0
8417,0
8419,0
8420,0
8425,0
8428,0
8430,0
8439,0
8440,0
8442,0
8445,0
8447,0
8448,0
8449,0
8451,0
8452,0
8457,0
8459,0
8460,0
8467,0
8471,0
8474,0
8475,0
8476,0
8478,0
8480,0
8481,0
8486,0
8489,0
8491,0
8492,0
8493,0
8494,0
8497,0
8498,0
8499,0
8500,0
8501,0
8503,0
8506,0
8519,0
8522,0
8524,0
8528,0
8533,0
8539,0
8543,0
8545,0
8547,0
8548,0
8550,0
8551,0
8552,0
8555,0
8556,0
8559,0
8560,0
8562,0
8563,0
8564,0
8566,0
8570,0
8573,0
8579,0
8580,0
8585,0
8586,0
8587,0
8588,0
8592,0
8594,0
8596,0
8597,0
8599,0
8601,0
8602,0
8613,0
8615,0
8618,0
8619,0
8620,0
8621,0
8628,0
8630,0
8634,0
8635,0
8639,0
8640,0
8643,0
8645,0
8647,0
8650,0
8653,0
8654,0
8655,0
8657,0
8658,0
8660,0
8661,0
8662,0
8670,0
8671,0
8673,0
8674,0
8680,0
8682,0
8683,0
8686,0
8689,0
8692,0
8695,0
8697,0
8701,0
8703,0
8704,0
8705,0
8706,0
8710,0
8711,0
8713,0
8714,0
8716,0
8717,0
8720,0
8726,0
8728,0
8732,0
8736,0
8741,0
8742,0
8745,0
8749,0
8754,0
8760,0
8765,0
8769,0
8771,0
8774,0
8777,0
8779,0
8783,0
8788,0
8797,0
8798,0
8804,0
8806,0
8808,0
8810,0
8811,0
8815,0
8816,0
8818,0
8826,0
8830,0
8840,0
8841,0
8843,0
8845,0
8846,0
8848,0
8853,0
8855,0
8858,0
8859,0
8866,0
8869,0
8872,0
8884,0
8890,0
8896,0
8898,0
8899,0
8903,0
8904,0
8905,0
8907,0
8910,0
8914,0
8915,0
8917,0
8919,0
8922,0
8927,0
8932,0
8937,0
8940,0
8943,0
8945,0
8946,0
8947,0
8948,0
8951,0
8952,0
8953,0
8955,0
8962,0
8965,0
8968,0
8971,0
8973,0
8974,0
8977,0
8978,0
8980,0
8981,0
8982,0
8983,0
8984,0
8987,0
8993,0
8994,0
8999,0
9001,0
9002,0
9005,0
9010,0
9016,0
9018,0
9020,0
9021,0
9025,0
9027,0
9029,0
9030,0
9033,0
9034,0
9036,0
9038,0
9040,0
9042,0
9046,0
9049,0
9050,0
9052,0
9058,0
9063,0
9066,0
9068,0
9069,0
9072,0
9073,0
9074,0
9075,0
9077,0
9080,0
9082,0
9085,0
9086,0
9094,0
9095,0
9098,0
9103,0
9108,0
9109,0
9110,0
9121,0
9125,0
9128,0
9132,0
9133,0
9134,0
9136,0
9137,0
9138,0
9139,0
9144,0
9146,0
9150,0
9152,0
9156,0
9157,0
9160,0
9161,0
9178,0
9192,0
9200,0
9204,0
9205,0
9207,0
9220,0
9221,0
9222,0
9223,0
9224,0
9226,0
9228,0
9230,0
9231,0
9232,0
9235,0
9237,0
9238,0
9240,0
9241,0
9242,0
9244,0
9253,0
9256,0
9267,0
9269,0
9272,0
9276,0
9277,0
9279,0
9282,0
9284,0
9290,0
9294,0
9296,0
9298,0
9300,0
9303,0
9308,0
9309,0
9314,0
9316,0
9320,0
9328,0
9329,0
9338,0
9340,0
9341,0
9342,0
9343,0
9351,0
9354,0
9361,0
9364,0
9366,0
9370,0
9371,0
9372,0
9377,0
9388,0
9390,0
9391,0
9393,0
9395,0
9398,0
9402,0
9405,0
9406,0
9407,0
9411,0
9413,0
9415,0
9419,0
9422,0
9429,0
9431,0
9432,0
9440,0
9442,0
9445,0
9447,0
9453,0
9456,0
9461,0
9462,0
9467,0
9471,0
9472,0
9474,0
9481,0
9487,0
9490,0
9493,0
9495,0
9499,0
9501,0
9504,0
9505,0
9509,0
9510,0
9513,0
9514,0
9516,0
9517,0
9524,0
9531,0
9534,0
9535,0
9537,0
9540,0
9549,0
9552,0
9558,0
9559,0
9561,0
9563,0
9569,0
9575,0
