,group
12,0
13,0
19,0
25,0
27,0
30,0
36,0
44,0
47,0
53,0
56,0
59,0
60,0
62,0
84,0
88,0
94,0
97,0
104,0
112,0
114,0
118,0
119,0
122,0
126,0
132,0
135,0
139,0
140,0
142,0
143,0
146,0
147,0
149,0
156,0
157,0
159,0
161,0
162,0
168,0
170,0
173,0
174,0
175,0
177,0
180,0
181,0
182,0
183,0
189,0
190,0
192,0
194,0
201,0
213,0
227,0
233,0
234,0
247,0
257,0
263,0
265,0
282,0
295,0
330,0
331,0
332,0
369,0
373,0
434,0
453,0
459,0
464,0
465,0
471,0
479,0
557,0
573,0
585,0
588,0
590,0
593,0
596,0
602,0
607,0
609,0
611,0
612,0
615,0
621,0
623,0
624,0
625,0
631,0
632,0
636,0
647,0
648,0
651,0
657,0
660,0
662,0
665,0
666,0
670,0
672,0
674,0
676,0
680,0
682,0
683,0
684,0
685,0
686,0
687,0
689,0
691,0
695,0
696,0
698,0
701,0
704,0
708,0
710,0
712,0
713,0
719,0
727,0
731,0
733,0
735,0
736,0
739,0
745,0
750,0
755,0
757,0
763,0
765,0
767,0
769,0
772,0
774,0
785,0
787,0
789,0
792,0
797,0
798,0
801,0
803,0
804,0
805,0
808,0
809,0
810,0
813,0
814,0
816,0
817,0
822,0
827,0
829,0
832,0
835,0
837,0
839,0
841,0
842,0
844,0
845,0
848,0
854,0
858,0
859,0
864,0
866,0
869,0
871,0
872,0
873,0
874,0
875,0
877,0
878,0
880,0
882,0
893,0
902,0
908,0
917,0
919,0
923,0
924,0
929,0
931,0
939,0
951,0
975,0
981,0
1013,0
1019,0
1036,0
1047,0
1051,0
1053,0
1057,0
1065,0
1066,0
1075,0
1076,0
1079,0
1084,0
1090,0
1094,0
1108,0
1112,0
1114,0
1116,0
1119,0
1127,0
1138,0
1139,0
1143,0
1148,0
1159,0
1160,0
1164,0
1170,0
1172,0
1174,0
1176,0
1180,0
1184,0
1194,0
1199,0
1206,0
1218,0
1223,0
1229,0
1234,0
1235,0
1239,0
1242,0
1250,0
1258,0
1259,0
1263,0
1265,0
1266,0
1268,0
1271,0
1280,0
1283,0
1288,0
1303,0
1305,0
1308,0
1315,0
1364,0
1369,0
1376,0
1402,0
1403,0
1405,0
1411,0
1417,0
1426,0
1427,0
1430,0
1447,0
1456,0
1459,0
1460,0
1474,0
1499,0
1513,0
1515,0
1519,0
1522,0
1551,0
1573,0
1579,0
1596,0
1606,0
1610,0
1614,0
1619,0
1626,0
1627,0
1630,0
1639,0
1645,0
1662,0
1665,0
1666,0
1668,0
1675,0
1686,0
1688,0
1689,0
1690,0
1698,0
1700,0
1710,0
1718,0
1724,0
1726,0
1731,0
1734,0
1737,0
1755,0
1768,0
1795,0
1807,0
1880,0
1883,0
1893,0
1897,0
1908,0
1913,0
1919,0
1926,0
1932,0
1937,0
1950,0
1953,0
1962,0
1967,0
1969,0
1972,0
1978,0
1980,0
1982,0
1986,0
1989,0
1993,0
1994,0
1995,0
1996,0
2007,0
2010,0
2015,0
2016,0
2025,0
2027,0
2031,0
2035,0
2047,0
2048,0
2049,0
2050,0
2051,0
2058,0
2060,0
2064,0
2071,0
2077,0
2078,0
2082,0
2083,0
2089,0
2104,0
2107,0
2116,0
2117,0
2124,0
2125,0
2126,0
2128,0
2131,0
2132,0
2135,0
2137,0
2144,0
2151,0
2156,0
2158,0
2165,0
2166,0
2169,0
2171,0
2174,0
2184,0
2227,0
2230,0
2242,0
2256,0
2257,0
2264,0
2266,0
2267,0
2271,0
2274,0
2276,0
2285,0
2294,0
2303,0
2308,0
2314,0
2315,0
2316,0
2320,0
2323,0
2324,0
2335,0
2343,0
2349,0
2353,0
2363,0
2365,0
2380,0
2383,0
2384,0
2385,0
2388,0
2390,0
2393,0
2395,0
2397,0
2399,0
2407,0
2408,0
2412,0
2413,0
2415,0
2450,0
2458,0
2486,0
2488,0
2502,0
2505,0
2506,0
2510,0
2513,0
2516,0
2518,0
2520,0
2521,0
2523,0
2526,0
2527,0
2528,0
2530,0
2534,0
2544,0
2545,0
2547,0
2551,0
2557,0
2559,0
2565,0
2566,0
2567,0
2570,0
2572,0
2576,0
2582,0
2584,0
2586,0
2587,0
2592,0
2594,0
2600,0
2609,0
2617,0
2619,0
2620,0
2621,0
2623,0
2626,0
2636,0
2640,0
2648,0
2649,0
2652,0
2655,0
2657,0
2661,0
2662,0
2666,0
2667,0
2669,0
2671,0
2678,0
2680,0
2683,0
2689,0
2690,0
2691,0
2696,0
2697,0
2699,0
2700,0
2704,0
2705,0
2710,0
2712,0
2716,0
2719,0
2724,0
2729,0
2741,0
2752,0
2756,0
2757,0
2766,0
2771,0
2777,0
2778,0
2780,0
2786,0
2791,0
2797,0
2798,0
2800,0
2802,0
2805,0
2806,0
2813,0
2814,0
2817,0
2823,0
2824,0
2827,0
2831,0
2836,0
2839,0
2842,0
2844,0
2847,0
2849,0
2853,0
2854,0
2855,0
2865,0
2867,0
2875,0
2883,0
2891,0
2915,0
2920,0
2921,0
2924,0
2934,0
2936,0
2940,0
2941,0
2943,0
2945,0
2947,0
2948,0
2951,0
2955,0
2957,0
2960,0
2961,0
2963,0
2966,0
2970,0
2973,0
2980,0
2982,0
2985,0
2986,0
2988,0
2991,0
2994,0
2995,0
2996,0
2998,0
3001,0
3004,0
3006,0
3010,0
3011,0
3014,0
3016,0
3019,0
3020,0
3021,0
3023,0
3025,0
3027,0
3028,0
3031,0
3032,0
3038,0
3045,0
3047,0
3049,0
3051,0
3052,0
3054,0
3057,0
3063,0
3064,0
3067,0
3068,0
3069,0
3072,0
3077,0
3082,0
3084,0
3086,0
3104,0
3107,0
3109,0
3111,0
3115,0
3119,0
3128,0
3135,0
3136,0
3138,0
3139,0
3140,0
3142,0
3151,0
3154,0
3156,0
3160,0
3164,0
3166,0
3169,0
3172,0
3173,0
3179,0
3180,0
3185,0
3187,0
3189,0
3191,0
3193,0
3194,0
3196,0
3197,0
3199,0
3211,0
3212,0
3213,0
3215,0
3222,0
3230,0
3247,0
3248,0
3254,0
3259,0
3262,0
3266,0
3269,0
3278,0
3281,0
3285,0
3286,0
3289,0
3298,0
3299,0
3300,0
3302,0
3305,0
3306,0
3308,0
3312,0
3322,0
3331,0
3360,0
3362,0
3375,0
3423,0
3439,0
3474,0
3478,0
3489,0
3490,0
3491,0
3494,0
3495,0
3496,0
3499,0
3501,0
3505,0
3506,0
3508,0
3513,0
3516,0
3520,0
3533,0
3544,0
3581,0
3593,0
3594,0
3607,0
3619,0
3622,0
3646,0
3649,0
3671,0
3677,0
3680,0
3686,0
3697,0
3707,0
3715,0
3718,0
3750,0
3755,0
3759,0
3761,0
3765,0
3772,0
3774,0
3796,0
3804,0
3805,0
3808,0
3823,0
3835,0
3887,0
3899,0
3911,0
3917,0
3925,0
3934,0
3938,0
3940,0
3941,0
3943,0
3945,0
3960,0
3962,0
3965,0
3976,0
3988,0
4010,0
4017,0
4044,0
4050,0
4052,0
4076,0
4086,0
4092,0
4111,0
4115,0
4116,0
4121,0
4124,0
4126,0
4141,0
4143,0
4148,0
4149,0
4153,0
4154,0
4155,0
4156,0
4160,0
4163,0
4169,0
4182,0
4191,0
4193,0
4200,0
4203,0
4212,0
4232,0
4233,0
4238,0
4248,0
4257,0
4263,0
4264,0
4271,0
4272,0
4273,0
4282,0
4286,0
4294,0
4301,0
4311,0
4318,0
4321,0
4335,0
4357,0
4368,0
4373,0
4378,0
4381,0
4386,0
4388,0
4390,0
4392,0
4393,0
4394,0
4396,0
4397,0
4399,0
4405,0
4409,0
4414,0
4420,0
4430,0
4445,0
4455,0
4472,0
4479,0
4485,0
4486,0
4487,0
4499,0
4507,0
4522,0
4523,0
4530,0
4535,0
4538,0
4542,0
4545,0
4552,0
4555,0
4557,0
4558,0
4561,0
4562,0
4565,0
4567,0
4573,0
4574,0
4577,0
4580,0
4582,0
4583,0
4586,0
4590,0
4596,0
4600,0
4603,0
4611,0
4614,0
4620,0
4621,0
4628,0
4630,0
4652,0
4662,0
4663,0
4678,0
4691,0
4695,0
4704,0
4711,0
4712,0
4725,0
4728,0
4736,0
4738,0
4742,0
4743,0
4762,0
4769,0
4772,0
4774,0
4780,0
4781,0
4782,0
4783,0
4808,0
4813,0
4828,0
4837,0
4846,0
4851,0
4858,0
4860,0
4864,0
4869,0
4870,0
4872,0
4874,0
4878,0
4880,0
4886,0
4888,0
4891,0
4897,0
4905,0
4911,0
4917,0
4925,0
4932,0
4950,0
4955,0
4975,0
4986,0
4990,0
4991,0
5012,0
5019,0
5033,0
5041,0
5065,0
5091,0
5111,0
5112,0
5120,0
5123,0
5130,0
5131,0
5148,0
5150,0
5163,0
5165,0
5167,0
5168,0
5169,0
5196,0
5204,0
5209,0
5218,0
5224,0
5227,0
5230,0
5233,0
5234,0
5237,0
5246,0
5249,0
5250,0
5261,0
5264,0
5280,0
5282,0
5285,0
5290,0
5293,0
5306,0
5314,0
5316,0
5318,0
5322,0
5331,0
5347,0
5348,0
5354,0
5385,0
5403,0
5448,0
5454,0
5456,0
5457,0
5460,0
5461,0
5463,0
5464,0
5466,0
5469,0
5476,0
5478,0
5479,0
5485,0
5486,0
5490,0
5491,0
5497,0
5498,0
5499,0
5500,0
5503,0
5504,0
5510,0
5512,0
5521,0
5533,0
5535,0
5542,0
5544,0
5546,0
5548,0
5549,0
5550,0
5551,0
5554,0
5561,0
5564,0
5566,0
5569,0
5574,0
5577,0
5578,0
5584,0
5585,0
5586,0
5588,0
5594,0
5597,0
5598,0
5606,0
5610,0
5615,0
5631,0
5636,0
5638,0
5642,0
5643,0
5648,0
5654,0
5656,0
5668,0
5685,0
5712,0
5716,0
5724,0
5740,0
5743,0
5751,0
5761,0
5775,0
5796,0
5811,0
5814,0
5818,0
5819,0
5820,0
5822,0
5823,0
5837,0
5841,0
5843,0
5844,0
5849,0
5858,0
5862,0
5863,0
5864,0
5865,0
5870,0
5871,0
5872,0
5874,0
5875,0
5880,0
5881,0
5890,0
5915,0
5917,0
5919,0
5920,0
5921,0
5923,0
5935,0
5937,0
5963,0
5983,0
5987,0
5991,0
6005,0
6029,0
6032,0
6036,0
6038,0
6039,0
6040,0
6042,0
6045,0
6079,0
6081,0
6082,0
6086,0
6091,0
6096,0
6104,0
6105,0
6111,0
6114,0
6119,0
6125,0
6126,0
6129,0
6130,0
6131,0
6135,0
6141,0
6147,0
6148,0
6157,0
6164,0
6165,0
6166,0
6170,0
6180,0
6187,0
6195,0
6207,0
6209,0
6210,0
6213,0
6214,0
6215,0
6220,0
6222,0
6225,0
6229,0
6230,0
6249,0
6270,0
6272,0
6284,0
6285,0
6291,0
6297,0
6302,0
6327,0
6328,0
6332,0
6342,0
6346,0
6347,0
6352,0
6353,0
6354,0
6355,0
6357,0
6359,0
6367,0
6382,0
6384,0
6388,0
6390,0
6396,0
6398,0
6399,0
6402,0
6409,0
6416,0
6421,0
6425,0
6428,0
6434,0
6436,0
6438,0
6440,0
6444,0
6445,0
6451,0
6457,0
6458,0
6462,0
6463,0
6464,0
6470,0
6471,0
6474,0
6476,0
6478,0
6481,0
6484,0
6490,0
6492,0
6496,0
6505,0
6506,0
6508,0
6512,0
6515,0
6518,0
6537,0
6540,0
6541,0
6545,0
6549,0
6560,0
6562,0
6563,0
6564,0
6568,0
6570,0
6571,0
6572,0
6574,0
6577,0
6578,0
6579,0
6580,0
6582,0
6585,0
6595,0
6597,0
6600,0
6609,0
6619,0
6620,0
6621,0
6622,0
6625,0
6626,0
6627,0
6630,0
6631,0
6634,0
6635,0
6638,0
6639,0
6651,0
6657,0
6671,0
6685,0
6688,0
6693,0
6695,0
6696,0
6697,0
6698,0
6700,0
6701,0
6702,0
6708,0
6709,0
6715,0
6732,0
6744,0
6746,0
6749,0
6757,0
6758,0
6761,0
6762,0
6763,0
6776,0
6781,0
6787,0
6788,0
6792,0
6796,0
6810,0
6813,0
6817,0
6828,0
6830,0
6836,0
6837,0
6843,0
6845,0
6846,0
6847,0
6853,0
6855,0
6856,0
6858,0
6861,0
6862,0
6864,0
6868,0
6869,0
6873,0
6880,0
6883,0
6885,0
6892,0
6893,0
6896,0
6900,0
6912,0
6915,0
6927,0
6928,0
6930,0
6932,0
6937,0
6940,0
6950,0
6954,0
6957,0
6961,0
6965,0
6972,0
6973,0
6974,0
6984,0
6985,0
6987,0
6989,0
7005,0
7008,0
7018,0
7027,0
7029,0
7033,0
7034,0
7049,0
7055,0
7065,0
7066,0
7067,0
7068,0
7071,0
7075,0
7076,0
7082,0
7084,0
7091,0
7096,0
7098,0
7099,0
7101,0
7102,0
7104,0
7105,0
7106,0
7107,0
7123,0
7128,0
7135,0
7145,0
7146,0
7157,0
7179,0
7180,0
7181,0
7182,0
7183,0
7184,0
7186,0
7187,0
7188,0
7190,0
7191,0
7198,0
7206,0
7209,0
7212,0
7214,0
7215,0
7216,0
7220,0
7225,0
7230,0
7232,0
7234,0
7235,0
7238,0
7242,0
7245,0
7249,0
7281,0
7289,0
7292,0
7294,0
7298,0
7299,0
7300,0
7302,0
7303,0
7304,0
7338,0
7344,0
7352,0
7371,0
7373,0
7384,0
7388,0
7402,0
7407,0
7413,0
7417,0
7421,0
