,group
6373,4
6405,4
6413,4
6414,4
6418,4
6422,4
6424,4
6426,4
6429,4
6432,4
6439,4
6449,4
6452,4
6454,4
6456,4
6465,4
6466,4
6468,4
6472,4
6494,4
6516,4
6520,4
6524,4
6525,4
6533,4
6547,4
6559,4
6565,4
6587,4
6589,4
6604,4
6611,4
6632,4
6647,4
6648,4
6655,4
6658,4
6659,4
6660,4
6664,4
6667,4
6670,4
6674,4
6675,4
6677,4
6680,4
6681,4
6683,4
6692,4
6694,4
6699,4
6707,4
6712,4
6713,4
6714,4
6719,4
6729,4
6739,4
6742,4
6748,4
6753,4
6771,4
6773,4
6779,4
6782,4
6784,4
6793,4
6798,4
6799,4
6805,4
6808,4
6809,4
6814,4
6821,4
6825,4
6826,4
6827,4
6832,4
6833,4
6834,4
6838,4
6839,4
6850,4
6865,4
6872,4
6878,4
6882,4
6890,4
6895,4
6899,4
6905,4
6920,4
6926,4
6936,4
6938,4
6942,4
6943,4
6947,4
6948,4
6955,4
6962,4
6981,4
6990,4
6998,4
7015,4
7020,4
7024,4
7040,4
7041,4
7044,4
7058,4
7063,4
7077,4
7078,4
7087,4
7090,4
7111,4
7121,4
7134,4
7141,4
7152,4
7154,4
7162,4
7168,4
7169,4
7172,4
7176,4
7178,4
7194,4
7195,4
7199,4
7200,4
7204,4
7213,4
7246,4
7251,4
7258,4
7265,4
7266,4
7269,4
7272,4
7276,4
7277,4
7295,4
7306,4
7313,4
7314,4
7330,4
7332,4
7346,4
7350,4
7354,4
7367,4
7375,4
7385,4
7400,4
7411,4
7416,4
7424,4
7440,4
7442,4
7446,4
7451,4
7456,4
7459,4
7463,4
7467,4
7478,4
7487,4
7491,4
7495,4
7502,4
7515,4
7517,4
7520,4
7525,4
7528,4
7529,4
7539,4
7540,4
7548,4
7560,4
7562,4
7571,4
7578,4
7580,4
7597,4
7598,4
7601,4
7611,4
7628,4
7638,4
7642,4
7656,4
7658,4
7664,4
7668,4
7669,4
7676,4
7679,4
7692,4
7693,4
7742,4
7754,4
7759,4
7761,4
7772,4
7779,4
7783,4
7786,4
7791,4
7796,4
7799,4
7807,4
7808,4
7813,4
7814,4
7835,4
7836,4
7842,4
7844,4
7845,4
7853,4
7854,4
7866,4
7883,4
7888,4
7889,4
7894,4
7897,4
7905,4
7910,4
7912,4
7919,4
7923,4
7926,4
7931,4
7938,4
7939,4
7943,4
7944,4
7977,4
7986,4
8001,4
8006,4
8011,4
8012,4
8019,4
8023,4
8024,4
8026,4
8029,4
8037,4
8039,4
8052,4
8063,4
8066,4
8069,4
8074,4
8077,4
8084,4
8122,4
8128,4
8134,4
8136,4
8143,4
8157,4
8171,4
8181,4
8188,4
8191,4
8192,4
8193,4
8198,4
8201,4
8202,4
8203,4
8212,4
8215,4
8219,4
8223,4
8228,4
8232,4
8243,4
8248,4
8262,4
8265,4
8274,4
8283,4
8294,4
8297,4
8311,4
8315,4
8340,4
8342,4
8346,4
8349,4
8357,4
8361,4
8367,4
8373,4
8374,4
8378,4
8388,4
8394,4
8409,4
8415,4
8416,4
8421,4
8429,4
8432,4
8433,4
8434,4
8435,4
8436,4
8438,4
8441,4
8444,4
8446,4
8462,4
8468,4
8470,4
8472,4
8485,4
8490,4
8502,4
8508,4
8514,4
8515,4
8525,4
8534,4
8536,4
8549,4
8553,4
8590,4
8593,4
8603,4
8604,4
8605,4
8606,4
8612,4
8627,4
8644,4
8656,4
8664,4
8677,4
8681,4
8687,4
8691,4
8693,4
8694,4
8696,4
8709,4
8712,4
8715,4
8722,4
8725,4
8737,4
8747,4
8748,4
8751,4
8752,4
8757,4
8768,4
8784,4
8785,4
8786,4
8790,4
8793,4
8799,4
8802,4
8803,4
8820,4
8825,4
8828,4
8835,4
8837,4
8838,4
8844,4
8849,4
8850,4
8861,4
8863,4
8864,4
8867,4
8887,4
8891,4
8892,4
8902,4
8906,4
8911,4
8913,4
8916,4
8918,4
8920,4
8921,4
8924,4
8926,4
8931,4
8934,4
8939,4
8949,4
8954,4
8970,4
8998,4
9004,4
9019,4
9026,4
9043,4
9051,4
9056,4
9059,4
9060,4
9061,4
9088,4
9089,4
9096,4
9100,4
9101,4
9111,4
9113,4
9118,4
9141,4
9154,4
9163,4
9167,4
9169,4
9177,4
9182,4
9184,4
9185,4
9186,4
9203,4
9214,4
9215,4
9217,4
9218,4
9249,4
9250,4
9258,4
9263,4
9265,4
9305,4
9306,4
9310,4
9315,4
9319,4
9357,4
9358,4
9359,4
9360,4
9365,4
9379,4
9385,4
9387,4
9392,4
9397,4
9404,4
9408,4
9412,4
9427,4
9435,4
9438,4
9448,4
9457,4
9494,4
9511,4
9512,4
9521,4
9541,4
9564,4
9565,4
9573,4
9591,4
9592,4
9600,4
9603,4
9607,4
9612,4
9633,4
9635,4
9645,4
9649,4
9653,4
9655,4
9667,4
9668,4
9683,4
9701,4
9710,4
9735,4
9740,4
9744,4
9749,4
9750,4
9751,4
9755,4
9757,4
9779,4
9780,4
9794,4
9804,4
9807,4
9810,4
9813,4
9814,4
9815,4
9819,4
9821,4
9824,4
9827,4
9828,4
9841,4
9844,4
9847,4
9850,4
9852,4
9853,4
9864,4
9882,4
9885,4
9887,4
9889,4
9892,4
9898,4
9903,4
9921,4
9923,4
9927,4
9928,4
9933,4
9956,4
9966,4
9968,4
9969,4
9975,4
9979,4
9982,4
9986,4
9993,4
10023,4
10035,4
10041,4
10060,4
10061,4
10064,4
10071,4
10072,4
10074,4
10082,4
10084,4
10089,4
10097,4
10098,4
10111,4
10113,4
10114,4
10121,4
10122,4
10126,4
10144,4
10147,4
10173,4
10178,4
10181,4
10186,4
10191,4
10192,4
10194,4
10197,4
10198,4
10200,4
10204,4
10210,4
10212,4
10214,4
10218,4
10221,4
10222,4
10247,4
10254,4
10256,4
10257,4
10268,4
10274,4
10282,4
10285,4
10288,4
10289,4
10291,4
10293,4
10295,4
10296,4
10303,4
10307,4
10318,4
10323,4
10325,4
10336,4
10337,4
10354,4
10355,4
10356,4
10357,4
10361,4
10363,4
10372,4
10381,4
10392,4
10403,4
10408,4
10423,4
10425,4
10430,4
10435,4
10436,4
10442,4
10447,4
10451,4
10452,4
10456,4
10458,4
10459,4
10465,4
10473,4
10476,4
10477,4
10494,4
10499,4
10501,4
10506,4
10507,4
10512,4
10513,4
10514,4
10515,4
10518,4
10521,4
10530,4
10532,4
10535,4
10539,4
10555,4
10556,4
10557,4
10564,4
10567,4
10568,4
10576,4
10578,4
10580,4
10586,4
10596,4
10598,4
10604,4
10607,4
10608,4
10612,4
10618,4
10634,4
10640,4
10643,4
10645,4
10656,4
10657,4
10665,4
10672,4
10673,4
10674,4
10683,4
10704,4
10707,4
10710,4
10720,4
10726,4
10734,4
10738,4
10743,4
10746,4
10752,4
10760,4
10761,4
10769,4
10779,4
10784,4
10786,4
10796,4
10801,4
10802,4
10808,4
10836,4
10862,4
10863,4
10864,4
10866,4
10870,4
10871,4
10873,4
10880,4
10881,4
10883,4
10891,4
10896,4
10902,4
10903,4
10905,4
10906,4
10907,4
10922,4
10944,4
10947,4
10960,4
10964,4
10966,4
10968,4
10972,4
10981,4
10992,4
10993,4
10994,4
10996,4
10999,4
11009,4
11011,4
11021,4
11024,4
11027,4
11032,4
11039,4
11040,4
11041,4
11047,4
11049,4
11063,4
11076,4
11087,4
11101,4
11110,4
11124,4
11125,4
11129,4
11133,4
11139,4
11144,4
11146,4
11161,4
11167,4
11169,4
11172,4
11175,4
11178,4
11187,4
11190,4
11191,4
11203,4
11223,4
11224,4
11229,4
11244,4
11254,4
11255,4
11256,4
11258,4
11268,4
11274,4
11275,4
11278,4
11279,4
11289,4
11301,4
11316,4
11331,4
11333,4
11334,4
11336,4
11347,4
11349,4
11351,4
11352,4
11362,4
11383,4
11396,4
11398,4
11404,4
11415,4
11417,4
11423,4
11427,4
11449,4
11453,4
11461,4
11462,4
11464,4
11468,4
11469,4
11470,4
11474,4
11476,4
11482,4
11493,4
11501,4
11505,4
11507,4
11522,4
11523,4
11527,4
11530,4
11532,4
11534,4
11537,4
11543,4
11549,4
11551,4
11553,4
11559,4
11563,4
11568,4
11578,4
11579,4
11583,4
11584,4
11585,4
11586,4
11589,4
11594,4
11608,4
11613,4
11618,4
11620,4
11638,4
11649,4
11653,4
11654,4
11680,4
11687,4
11688,4
11691,4
11694,4
11697,4
11700,4
11709,4
11711,4
11715,4
11721,4
11746,4
11757,4
11761,4
11762,4
11763,4
11780,4
11784,4
11794,4
11795,4
11814,4
11815,4
11817,4
11818,4
11829,4
11840,4
11851,4
11854,4
11862,4
11870,4
11884,4
11894,4
11897,4
11907,4
11926,4
11927,4
11969,4
11972,4
11973,4
11977,4
11980,4
11981,4
11985,4
11986,4
11988,4
11999,4
12000,4
12006,4
12013,4
12016,4
12026,4
12041,4
12044,4
12053,4
12060,4
12061,4
12062,4
12069,4
12079,4
12082,4
12083,4
12084,4
12086,4
12087,4
12088,4
12090,4
12091,4
12102,4
12112,4
12130,4
12131,4
12143,4
12144,4
12155,4
12157,4
12160,4
12161,4
12184,4
12185,4
12186,4
12188,4
12193,4
12197,4
12203,4
12204,4
12207,4
12209,4
12220,4
12221,4
12225,4
12238,4
12239,4
12243,4
12246,4
12248,4
12257,4
12261,4
12267,4
12268,4
12274,4
12277,4
12279,4
12280,4
12281,4
12282,4
12283,4
12284,4
12300,4
12301,4
12304,4
12306,4
12307,4
12308,4
12323,4
12324,4
12327,4
12329,4
12330,4
12332,4
12345,4
12347,4
12349,4
12353,4
12357,4
12362,4
12366,4
12368,4
12370,4
12375,4
12378,4
12381,4
12394,4
12396,4
12397,4
12411,4
12422,4
12426,4
12428,4
12433,4
12435,4
12436,4
12437,4
12441,4
12442,4
12445,4
12448,4
12449,4
12454,4
12457,4
12458,4
12459,4
12462,4
12464,4
12468,4
12470,4
12472,4
12476,4
12483,4
12486,4
12489,4
12491,4
12498,4
12499,4
12505,4
12507,4
12516,4
12518,4
12521,4
12523,4
12524,4
12526,4
12531,4
12547,4
12549,4
12551,4
12573,4
12582,4
12586,4
12588,4
12592,4
12594,4
12597,4
12598,4
12609,4
12610,4
12619,4
12626,4
12636,4
12653,4
12657,4
12658,4
12667,4
12699,4
12705,4
12707,4
12716,4
12718,4
12727,4
12728,4
12730,4
12735,4
12739,4
12744,4
12746,4
12749,4
12758,4
12760,4
12762,4
12771,4
12773,4
12774,4
12777,4
12778,4
12779,4
12781,4
12787,4
12791,4
12793,4
12795,4
12805,4
12807,4
12813,4
12815,4
12817,4
12821,4
12825,4
12826,4
12827,4
12837,4
12840,4
12848,4
12851,4
12852,4
12857,4
12869,4
12870,4
12872,4
12879,4
12880,4
12883,4
12888,4
12896,4
12901,4
12902,4
12905,4
12907,4
12911,4
12912,4
12915,4
12916,4
12919,4
12921,4
12927,4
12930,4
12949,4
12950,4
12957,4
12958,4
12961,4
12966,4
12981,4
12993,4
12994,4
12995,4
13012,4
13024,4
13036,4
13039,4
13042,4
13049,4
13053,4
13055,4
13058,4
13061,4
13067,4
13068,4
13074,4
13082,4
13096,4
13098,4
13099,4
13101,4
13102,4
13105,4
13109,4
13116,4
13120,4
13121,4
13124,4
13130,4
13132,4
13133,4
13138,4
13144,4
13156,4
13163,4
13164,4
13168,4
13173,4
13178,4
13181,4
13189,4
13191,4
13195,4
13201,4
13217,4
13225,4
13229,4
13255,4
13257,4
13274,4
13278,4
13279,4
13280,4
13283,4
13286,4
13287,4
13292,4
13294,4
13308,4
13309,4
13311,4
13316,4
13326,4
13335,4
13338,4
13342,4
13348,4
13352,4
13353,4
13361,4
13363,4
13368,4
13378,4
13380,4
13385,4
13390,4
13391,4
13400,4
13401,4
13402,4
13404,4
13405,4
13406,4
13410,4
13411,4
13414,4
13419,4
13423,4
13424,4
13430,4
13432,4
13437,4
13439,4
13441,4
13445,4
13449,4
13454,4
13469,4
13470,4
13477,4
13483,4
13484,4
13495,4
13499,4
13502,4
13504,4
13510,4
13517,4
13520,4
13522,4
13527,4
13529,4
13531,4
13533,4
13541,4
13545,4
13555,4
13556,4
13563,4
13566,4
13570,4
13580,4
13584,4
13585,4
13586,4
13597,4
13599,4
13600,4
13601,4
13605,4
13622,4
13623,4
13627,4
13636,4
13645,4
13650,4
13658,4
13662,4
13664,4
13680,4
13681,4
13683,4
13684,4
13688,4
13691,4
13701,4
13702,4
13703,4
13705,4
13711,4
13728,4
13733,4
13773,4
13785,4
13786,4
13796,4
13798,4
13801,4
13806,4
13809,4
13817,4
13837,4
13838,4
13858,4
13869,4
13876,4
13880,4
13893,4
13902,4
13904,4
13910,4
13911,4
13922,4
13938,4
13944,4
13949,4
13950,4
13954,4
13959,4
13969,4
13973,4
13974,4
13975,4
13978,4
13979,4
13985,4
13986,4
13987,4
13989,4
14003,4
14007,4
14009,4
14023,4
14034,4
14045,4
14054,4
14056,4
14059,4
14060,4
14062,4
14066,4
14069,4
14078,4
14085,4
14089,4
14091,4
14094,4
14096,4
14097,4
14100,4
14107,4
14111,4
14120,4
14128,4
14131,4
14132,4
14148,4
14151,4
14156,4
14158,4
14159,4
14167,4
14168,4
14171,4
14173,4
14182,4
14183,4
14201,4
14204,4
14207,4
14211,4
14222,4
14224,4
14245,4
14246,4
14247,4
14253,4
14257,4
14259,4
14261,4
14264,4
14273,4
14278,4
14281,4
14282,4
14283,4
14292,4
14294,4
14306,4
14327,4
14331,4
14332,4
14335,4
14359,4
14360,4
14368,4
14369,4
14372,4
14381,4
14382,4
14384,4
14386,4
14388,4
14394,4
14401,4
14409,4
14416,4
14421,4
14427,4
14430,4
14431,4
14441,4
14443,4
14444,4
14447,4
14461,4
14462,4
14464,4
14474,4
14483,4
14487,4
14490,4
14497,4
14503,4
14505,4
14512,4
14514,4
14537,4
14544,4
14550,4
14552,4
14588,4
14594,4
14599,4
14608,4
14633,4
14641,4
14655,4
14658,4
14662,4
14667,4
14668,4
14669,4
14673,4
14674,4
14693,4
14698,4
14710,4
14712,4
14720,4
14726,4
14736,4
14758,4
14766,4
14769,4
14776,4
14779,4
14782,4
14790,4
14791,4
14792,4
14793,4
14796,4
14797,4
14802,4
14804,4
14805,4
14807,4
14820,4
14827,4
14832,4
14838,4
14843,4
14844,4
14849,4
14864,4
14876,4
14898,4
14907,4
14930,4
14949,4
14951,4
14955,4
14960,4
14970,4
14972,4
14974,4
14976,4
14977,4
14981,4
14983,4
14985,4
14986,4
14991,4
14993,4
14996,4
14998,4
15007,4
15028,4
15035,4
15045,4
15046,4
15052,4
15059,4
15064,4
15065,4
15075,4
15077,4
15085,4
15092,4
15097,4
15098,4
15099,4
15100,4
15101,4
15106,4
15136,4
15138,4
15142,4
15144,4
15147,4
15156,4
15160,4
15185,4
15189,4
15192,4
15195,4
15198,4
15207,4
15222,4
15224,4
15235,4
15237,4
15261,4
15265,4
15286,4
15295,4
15299,4
15312,4
15317,4
15326,4
15330,4
15345,4
15349,4
15357,4
15359,4
15363,4
15370,4
15371,4
15372,4
15389,4
15399,4
15403,4
15409,4
15413,4
15419,4
15420,4
15422,4
15425,4
15427,4
15437,4
15439,4
15443,4
15466,4
15468,4
15471,4
15478,4
15482,4
15492,4
15493,4
15494,4
15497,4
15506,4
15509,4
15510,4
15517,4
15520,4
15524,4
15530,4
15533,4
15543,4
15546,4
15550,4
15564,4
15569,4
15570,4
15575,4
15576,4
15581,4
15590,4
15595,4
15599,4
15600,4
15604,4
15606,4
15614,4
15617,4
15620,4
15623,4
15624,4
15626,4
15629,4
15659,4
15662,4
15663,4
15668,4
15669,4
15675,4
15681,4
15684,4
15686,4
15694,4
15709,4
15714,4
15720,4
15724,4
15725,4
15726,4
15730,4
15738,4
15749,4
15754,4
15768,4
15771,4
15774,4
15776,4
15784,4
15789,4
15791,4
15813,4
15815,4
15816,4
15826,4
15834,4
15839,4
15846,4
15848,4
15853,4
15856,4
15858,4
15861,4
15862,4
15869,4
15870,4
15871,4
15873,4
15879,4
15885,4
15891,4
15893,4
15895,4
15901,4
15903,4
15916,4
15920,4
15923,4
15928,4
15935,4
15937,4
15939,4
15941,4
15942,4
15944,4
15946,4
15947,4
15954,4
15964,4
15973,4
15977,4
15985,4
15988,4
15995,4
16003,4
16017,4
16019,4
16025,4
16031,4
16035,4
16043,4
16048,4
16049,4
16052,4
16053,4
16060,4
16061,4
16083,4
16105,4
16108,4
16111,4
16112,4
16119,4
16126,4
16128,4
16129,4
16133,4
16138,4
16144,4
16145,4
16146,4
16150,4
16152,4
16161,4
16163,4
16170,4
16178,4
16182,4
16183,4
16203,4
16204,4
16205,4
16209,4
16213,4
16223,4
16226,4
16248,4
16250,4
16256,4
16257,4
16260,4
16266,4
16267,4
16268,4
16271,4
16274,4
16275,4
16292,4
16293,4
16294,4
16295,4
16298,4
16299,4
16300,4
16301,4
16302,4
16311,4
16312,4
16319,4
16329,4
16332,4
16334,4
16342,4
16343,4
16365,4
16387,4
16393,4
16399,4
16419,4
16420,4
16427,4
16435,4
16439,4
16448,4
16449,4
16455,4
16463,4
16464,4
16485,4
16491,4
16502,4
16503,4
16504,4
16515,4
16517,4
16518,4
16529,4
16530,4
16536,4
16540,4
16544,4
16547,4
16548,4
16549,4
16550,4
16564,4
16579,4
16580,4
16586,4
16593,4
16602,4
16608,4
16613,4
16614,4
16625,4
16627,4
16649,4
16653,4
16660,4
16661,4
16668,4
16671,4
16675,4
16678,4
16679,4
16680,4
16683,4
16685,4
16690,4
16693,4
16697,4
16701,4
16711,4
16712,4
16716,4
16717,4
16725,4
16727,4
16732,4
16733,4
16737,4
16739,4
16765,4
16767,4
16769,4
16777,4
16790,4
16805,4
16815,4
16820,4
16822,4
16823,4
16851,4
16857,4
16863,4
16879,4
16883,4
16901,4
16906,4
16915,4
16917,4
16920,4
16930,4
16931,4
16951,4
16959,4
16963,4
16968,4
16975,4
16981,4
16982,4
16996,4
16997,4
17004,4
17008,4
17021,4
17026,4
17028,4
17037,4
17041,4
17047,4
17049,4
17054,4
17059,4
17060,4
17061,4
17064,4
17067,4
17076,4
17087,4
17088,4
17091,4
17111,4
17113,4
17117,4
17118,4
17119,4
17123,4
17124,4
17127,4
17128,4
17130,4
17137,4
17139,4
17140,4
17152,4
17169,4
17170,4
17174,4
17176,4
17182,4
17189,4
17196,4
17203,4
17204,4
17207,4
17216,4
17220,4
17225,4
17242,4
17249,4
17264,4
17266,4
17279,4
17291,4
17300,4
17312,4
17317,4
17321,4
17332,4
17349,4
17371,4
17376,4
17377,4
17378,4
17383,4
17392,4
17407,4
17411,4
17416,4
17421,4
17424,4
17443,4
17454,4
17466,4
17473,4
17486,4
17495,4
17497,4
17502,4
17512,4
17513,4
